"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 263";"[{""desc"":""(3rd Dan)"",""title"":""Go (Weiqi) player""},{""desc"":""(Orchestra level)"",""title"":""Violin""},{""desc"":null,""title"":""Digital Illustration""}]";"[{""dates"":""June 2024 - Dec 2024"",""company"":""Naver Corp"",""job title"":""Machine Learning Intern"",""description"":""Improved the CTR (Click-Through Rate) of the news feed by 6.5% through the implementation of a Transformer-based recommendation model."",""country or city"":""Seoul""},{""dates"":""Jan 2024 - May 2024"",""company"":""Mckinsey & Company (QuantumBlack)"",""job title"":""Data Analyst Intern"",""description"":""Performed churn prediction for a major telecom client using PySpark on a dataset of 50M+ records."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Seoul National University"",""country or city"":""not found"",""level_of_degree"":""BSc in Statistics & Computer Science""}]"
"CV 262";"[{""desc"":null,""title"":""Competitive Fencing""},{""desc"":null,""title"":""Algorithmic Art""},{""desc"":null,""title"":""Alpine Mountaineering""}]";"[{""dates"":""July 2024 - Present"",""company"":""G-Research"",""job title"":""Quantitative Research Intern"",""description"":""Developing signal generation models using XGBoost on high-frequency tick data. Optimizing execution algorithms to minimize market impact."",""country or city"":""London""},{""dates"":""2023"",""company"":""J.P. Morgan (CIB)"",""job title"":""Summer Analyst"",""description"":""Worked on the Exotic Derivatives desk; automated the daily Value-at-Risk (VaR) reporting pipeline using Python."",""country or city"":""not found""}]";"{""studies"":[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University College London (UCL)"",""country or city"":""not found"",""level_of_degree"":""BSc in Mathematics & Statistical Science""}]}"
"CV 261";"[]";"[{""dates"":""not found"",""company"":""Unilever"",""job title"":""Intern"",""description"":""Focus on rural market penetration for consumer goods."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Port of Zeebrugge"",""job title"":""Intern"",""description"":""Optimization of Ro-Ro (Roll-on/Roll-off) ship loading."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Vale"",""job title"":""Intern"",""description"":""Focus on industrial safety training and talent retention."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Xero"",""job title"":""Intern"",""description"":""Product"",""country or city"":""not found""}]";"[]"
"CV 260";"[{""desc"":null,""title"":""Investing""},{""desc"":null,""title"":""Padel""},{""desc"":null,""title"":""Electronic Music""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Ericsson"",""job title"":""Strategy Intern"",""description"":""Supported the 5G enterprise division in defining market-entry strategies for the mining sector."",""country or city"":""not found""},{""dates"":""2022"",""company"":""Spotify"",""job title"":""Summer Intern"",""description"":""Analyzed user growth metrics in the Latin American market."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Stockholm School of Economics (SSE)"",""country or city"":""not found"",""level_of_degree"":""BSc in Business and Economics""}]"
"CV 259";"null";"[{""dates"":""not found"",""company"":""Bulgari"",""job title"":""Intern"",""description"":""Specialized in high-jewelry CRM and VIC (Very Important Client) events."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Manchester City FC"",""job title"":""Intern"",""description"":""Focus on fan engagement and digital sponsorship."",""country or city"":""not found""},{""dates"":""not found"",""company"":""European Parliament"",""job title"":""Intern"",""description"":""Focus on digital privacy laws."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Mitsubishi Corp"",""job title"":""Intern"",""description"":""Analysis of LNG trade routes in Asia."",""country or city"":""not found""},{""dates"":""not found"",""company"":""African Development Bank"",""job title"":""Intern"",""description"":""Research on micro-finance for women."",""country or city"":""not found""}]";"[]"
"CV 258";"[{""desc"":null,""title"":""Circular Design""},{""desc"":null,""title"":""Windsurfing""},{""desc"":null,""title"":""Gastronomy""}]";"[{""dates"":""June 2023 - Present"",""company"":""Heineken"",""job title"":""Sustainability Intern"",""description"":""Led a project to reduce water consumption in 3 breweries by 10% through a new recycling loop. Conducted LCA (Life Cycle Assessment) for new sustainable packaging."",""country or city"":""Amsterdam""},{""dates"":""2022"",""company"":""Arcadis"",""job title"":""Junior Consultant"",""description"":""Assisted in carbon footprint calculations for urban infrastructure projects."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""Bio-based Economy"",""university"":""Wageningen University"",""country or city"":""not found"",""level_of_degree"":""BSc in Environmental Sciences""}]"
"CV 257";"null";"[{""dates"":""January 2024 - Present"",""company"":""Tinkoff Bank"",""job title"":""Quantitative Analyst Intern"",""description"":""Developed algorithmic trading signals for the FX desk using machine learning.\n\nBack-tested strategies on 5 years of historical data."",""country or city"":""not found""},{""dates"":""2023"",""company"":""McKinsey"",""job title"":""Finance Intern"",""description"":""Performed financial due diligence for a tech-sector merger in Eastern Europe."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Stochastic Processes"",""university"":""HSE University"",""country or city"":""not found"",""level_of_degree"":""BSc in Mathematics and Economics""}]"
"CV 256";"null";"[{""dates"":""June 2024 - Sept 2024"",""company"":""NVIDIA"",""job title"":""AI Research Intern"",""description"":""Developed a prototype for real-time logistics optimization using Reinforcement Learning."",""country or city"":""Santa Clara""},{""dates"":""2023"",""company"":""Ford Motor Company"",""job title"":""Data Analyst Intern"",""description"":""Built a predictive model for supply chain delays during the semiconductor shortage, improving accuracy by 12%."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University of Michigan"",""country or city"":""not found"",""level_of_degree"":""BSc in Data Science & Mathematics""}]"
"CV 255";"[{""desc"":null,""title"":""Medical Ethics""},{""desc"":null,""title"":""Violin""},{""desc"":""(Hospital for children)"",""title"":""Volunteering""}]";"[{""dates"":""June 2024 - Present"",""company"":""Sanofi"",""job title"":""Innovation Intern"",""description"":""Supported the digital health team in launching a patient-monitoring app for diabetes.\nConducted market research on telemedicine regulations in the EU."",""country or city"":""Paris""},{""dates"":""2023"",""company"":""Institut Pasteur"",""job title"":""Lab Assistant"",""description"":""Assisted in data entry and preliminary analysis for a clinical trial on mRNA vaccines."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Biotechnology and Medical Devices"",""university"":""Université Paris Cité"",""country or city"":""not found"",""level_of_degree"":""Bachelor en Sciences pour la Santé""}]"
"CV 254";"[{""desc"":null,""title"":""Capture The Flag (CTF) competitions""},{""desc"":null,""title"":""Surfing""},{""desc"":null,""title"":""Robotics""}]";"[{""dates"":""July 2024 - Present"",""company"":""CrowdStrike"",""job title"":""Cybersecurity Intern"",""description"":""Assisted the Threat Intelligence team in analyzing 15+ malware samples.\nConducted vulnerability scans using Nessus for corporate clients."",""country or city"":""Sydney""},{""dates"":""2023"",""company"":""PwC"",""job title"":""IT Audit Intern"",""description"":""Verified ISO 27001 compliance for a regional bank, identifying 3 critical security gaps."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Australian National University (ANU)"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science""}]"
"CV 253";"[{""desc"":null,""title"":""Traditional Tea""},{""desc"":null,""title"":""Travel""},{""desc"":null,""title"":""Badminton""}]";"[{""dates"":""June 2024 - Present"",""company"":""Samsung Electronics"",""job title"":""Supply Chain Intern"",""description"":""Optimized component inventory levels using Lean Six Sigma, reducing carrying costs by 4%."",""country or city"":""Hanoi""},{""dates"":""2023"",""company"":""DHL Global Forwarding"",""job title"":""Trade Intern"",""description"":""Managed import/export documentation and customs clearance for textile clients."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""FTU Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor of International Business""}]"
"CV 252";"[{""desc"":null,""title"":""Alpine Climbing""},{""desc"":null,""title"":""Football""},{""desc"":null,""title"":""Sports Psychology""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Red Bull"",""job title"":""Partnerships Intern"",""description"":""Coordinated logistics and sponsorship activations for 3 international extreme sports events.\n\nManaged athlete relations and social media content schedules."",""country or city"":""Salzburg""},{""dates"":""2022"",""company"":""SK Rapid Wien"",""job title"":""Operations Intern"",""description"":""Assisted in match-day operations and ticketing data analysis."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Vienna"",""country or city"":""not found"",""level_of_degree"":""BSc in Sports Science & Management""}]"
"CV 251";"null";"[{""dates"":""2022 - Present"",""company"":""not found"",""job title"":""Founder - \""Eco-Wrap\"" (Sustainable packaging startup)"",""description"":""Developed a biodegradable alternative to plastic wrap; secured $15k in grants."",""country or city"":""not found""},{""dates"":""2024"",""company"":""Flutterwave"",""job title"":""Product Intern"",""description"":""Assisted the product team in defining requirements for a new cross-border payment feature for SMEs."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""African Leadership University (ALU)"",""country or city"":""not found"",""level_of_degree"":""BSc in Business and Entrepreneurship""}]"
"CV 250";"[{""desc"":null,""title"":""Contemporary Art""},{""desc"":null,""title"":""Gastronomy""},{""desc"":null,""title"":""Tailoring""}]";"[{""dates"":""June 2024 - Present"",""company"":""Bottega Veneta"",""job title"":""Merchandising Intern"",""description"":""Assisted in seasonal collection planning and OTB (Open-to-Buy) analysis for the European market.\nManaged showroom rotations during Fashion Week."",""country or city"":""Milan""},{""dates"":""2023"",""company"":""Prada"",""job title"":""Retail Intern"",""description"":""Focus on VIP clienteling and CRM data entry."",""country or city"":""not found""}]";"{""studies"":[{""dates"":""2021 - 2024"",""field"":""Luxury Retail and Merchandising"",""university"":""Marangoni Institute Milan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Fashion Management""}]}"
"CV 249";"[{""desc"":null,""title"":""Sailing""},{""desc"":null,""title"":""Graphic Design""},{""desc"":null,""title"":""Sustainability""}]";"[{""dates"":""July 2024 - Present"",""company"":""Unilever"",""job title"":""Marketing Analyst Intern"",""description"":""Analyzed POS (Point of Sale) data for the \""Home Care\"" division, optimizing promotional spend which led to a 5% increase in ROI."",""country or city"":""Rotterdam""},{""dates"":""2023"",""company"":""Philips"",""job title"":""Digital Marketing Intern"",""description"":""Managed A/B testing for email marketing campaigns across the Benelux region."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Digital Media and Persuasive Communication"",""university"":""University of Amsterdam"",""country or city"":""not found"",""level_of_degree"":""BSc in Communication Science""}]"
"CV 248";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Paris-Dauphine"",""country or city"":""not found"",""level_of_degree"":""Double diplôme Mathématiques & Finance""}]"
"CV 247";"";"";"[{""dates"":""2021 - 2024"",""field"":""Mathematical Economics"",""university"":""St. Stephen's College, Delhi"",""country or city"":""not found"",""level_of_degree"":""BA in Economics""}]"
"CV 246";"";"";"[{""dates"":""2021 - 2024"",""field"":""Competitive Strategy"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""BSc in International Management""}]"
"CV 245";"";"";"[{""dates"":""2020 - 2023"",""field"":""Optimization and Machine Learning"",""university"":""NTNU"",""country or city"":""not found"",""level_of_degree"":""BSc in Industrial Economics""}]"
"CV 244";"";"";"[{""dates"":""2021 - 2024"",""field"":""Corporate Finance and Asset Pricing"",""university"":""London School of Economics (LSE)"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics""}]"
"CV 243";"";"";"[{""dates"":""2021 - 2024"",""field"":""Computer Science & Finance"",""university"":""Imperial College London"",""country or city"":""not found"",""level_of_degree"":""BSc""}]"
"CV 242";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""RSM Erasmus University"",""country or city"":""not found"",""level_of_degree"":""BSc in International Business""}]"
"CV 241";"";"";"[]"
"CV 240";"";"";"[{""dates"":""2020 - 2023"",""field"":""Energy and Environment"",""university"":""KTH Royal Institute of Technology"",""country or city"":""not found"",""level_of_degree"":""BSc""}]"
"CV 239";"";"";"[{""dates"":""2021 - 2024"",""field"":""Psychology & Sociology"",""university"":""University of Delhi"",""country or city"":""not found"",""level_of_degree"":""BA""}]"
"CV 238";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""ITESM Monterrey"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science""}]"
"CV 237";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Audencia Business School"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 236";"";"";"[{""dates"":""2020 - 2023"",""field"":""Lean Manufacturing and Life Cycle Assessment"",""university"":""Technical University of Denmark (DTU)"",""country or city"":""not found"",""level_of_degree"":""BSc in General Engineering""}]"
"CV 235";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""IIT Madras"",""country or city"":""not found"",""level_of_degree"":""B.Tech in Computer Science""}]"
"CV 234";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Sciences Po Paris"",""country or city"":""not found"",""level_of_degree"":""BA in Political Science and Economics""},{""dates"":""not found"",""field"":""Exchange Semester"",""university"":""Georgetown University (USA)"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 233";"";"";"[{""dates"":""2019 - 2023"",""field"":""Actuarial Science and Predictive Modeling"",""university"":""ITAM (Mexico City)"",""country or city"":""not found"",""level_of_degree"":""BSc in Applied Mathematics""}]"
"CV 232";"";"";"[{""dates"":""2021 - 2024"",""field"":""Luxury Marketing and Fashion Branding"",""university"":""Sophia University (Tokyo)"",""country or city"":""Tokyo"",""level_of_degree"":""BA in Global Business""}]"
"CV 231";"";"";"[{""dates"":""2020 - 2023"",""field"":""Operations and Global Logistics"",""university"":""Warsaw School of Economics (SGH)"",""country or city"":""not found"",""level_of_degree"":""BSc in Management""}]"
"CV 230";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""McGill University"",""country or city"":""not found"",""level_of_degree"":""BSc in Biomedical Sciences""}]"
"CV 229";"";"";"[{""dates"":""2019 - 2022"",""field"":""Energy Systems and Circular Economy"",""university"":""KTH Royal Institute of Technology"",""country or city"":""not found"",""level_of_degree"":""BSc in Industrial Engineering and Management""}]"
"CV 228";"";"";"[{""dates"":""2021 - 2024"",""field"":""Digital Business and Platform Strategy"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""BSc in International Economics and Management""}]"
"CV 227";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Edinburgh"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics and Finance""}]"
"CV 226";"";"";"[{""dates"":""2021 - 2024"",""field"":""Luxury Guest Experience and Asset Management"",""university"":""Ecole Hôtelière de Lausanne (EHL)"",""country or city"":""not found"",""level_of_degree"":""BSc in International Hospitality Management""}]"
"CV 225";"";"";"[{""dates"":""2020 - 2023"",""field"":""Econometrics and Social Inequality"",""university"":""Getulio Vargas Foundation (FGV)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 224";"";"";"[{""dates"":""2021 - 2024"",""field"":""Luxury Brand Marketing and Fashion Law"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""BSc in Management""}]"
"CV 223";"";"";"[{""dates"":""2018 - 2022"",""field"":""Game Theory and Venture Capital"",""university"":""Waseda University"",""country or city"":""not found"",""level_of_degree"":""BA in Economics""}]"
"CV 222";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Oslo"",""country or city"":""not found"",""level_of_degree"":""BSc in Psychology""}]"
"CV 221";"";"";"[{""dates"":""2019 - 2023"",""field"":""Mechanical Engineering"",""university"":""IIT Kharagpur"",""country or city"":""not found"",""level_of_degree"":""B.Tech""}]"
"CV 220";"";"";"[{""dates"":""2021 - 2024"",""field"":""Arts and Culture Management"",""university"":""Audencia Business School"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 219";"";"";"[{""dates"":""2020 - 2023"",""field"":""Wind Energy Systems and Grid Integration"",""university"":""Technical University of Denmark (DTU)"",""country or city"":""not found"",""level_of_degree"":""BSc in General Engineering""}]"
"CV 218";"";"";"[{""dates"":""2020 - 2024"",""field"":""Strategic Change Management"",""university"":""Covenant University"",""country or city"":""not found"",""level_of_degree"":""B.Sc in Business Administration""}]"
"CV 217";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Amsterdam"",""country or city"":""not found"",""level_of_degree"":""BSc in Econometrics and Operations Research""}]"
"CV 216";"";"";"[{""dates"":""2021 - 2024"",""field"":""Derivative Securities and International Investment"",""university"":""University College Cork (UCC)"",""country or city"":""not found"",""level_of_degree"":""BSc in Finance""}]"
"CV 215";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Universidad Politécnica de Madrid"",""country or city"":""not found"",""level_of_degree"":""BEng in Telecommunications Engineering""}]"
"CV 214";"";"";"[{""dates"":""2020 - 2024"",""field"":""Computer Science & Finance"",""university"":""Tsinghua University"",""country or city"":""not found"",""level_of_degree"":""BSc""}]"
"CV 213";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Oxford"",""country or city"":""not found"",""level_of_degree"":""BSc in Philosophy, Politics, and Economics (PPE)""}]"
"CV 212";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Paris-Dauphine"",""country or city"":""not found"",""level_of_degree"":""Licence en Gestion & Économie Appliquée""}]"
"CV 211";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Rotterdam School of Management (RSM)"",""country or city"":""not found"",""level_of_degree"":""BSc in International Business Administration""}]"
"CV 210";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Fudan University"",""country or city"":""not found"",""level_of_degree"":""BA in Marketing""}]"
"CV 209";"";"";"[{""dates"":""2020 - 2023"",""field"":""Focus on game theory and industrial organization"",""university"":""Universidad Carlos III de Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 208";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""LMU Munich"",""country or city"":""not found"",""level_of_degree"":""BA in Business Administration""}]"
"CV 207";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University of Michigan, Ann Arbor"",""country or city"":""not found"",""level_of_degree"":""BSc in Sport Management""}]"
"CV 206";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University of Delhi"",""country or city"":""not found"",""level_of_degree"":""BA in Psychology""}]"
"CV 205";"";"";"[{""dates"":""2020 - 2024"",""field"":""Management Information Systems (MIS)"",""university"":""Yonsei University, Seoul"",""country or city"":""not found"",""level_of_degree"":""BA in Business Administration""}]"
"CV 204";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""IE University, Madrid"",""country or city"":""Madrid"",""level_of_degree"":""Bachelor in Communications""}]"
"CV 203";"";"";"[{""dates"":""2020 - 2023"",""field"":""Business Analytics and Quantitative Marketing"",""university"":""NHH (Norwegian School of Economics)"",""country or city"":""Bergen"",""level_of_degree"":""BSc in Economics and Business Administration""}]"
"CV 202";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Central Saint Martins, London"",""country or city"":""London"",""level_of_degree"":""BA in Fashion Management""}]"
"CV 201";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""University of São Paulo (USP)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Design and Visual Communications""}]"
"CV 200";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""MGIMO University, Moscow"",""country or city"":""Moscow"",""level_of_degree"":""BA in International Relations""}]"
"CV 199";"";"";"[{""dates"":""2020 - 2024"",""field"":""Focus on Digital Media and Consumer Behavior."",""university"":""Keio University, Tokyo"",""country or city"":""Tokyo"",""level_of_degree"":""BA in Communications""}]"
"CV 198";"";"";"[{""dates"":""2020 - 2024"",""field"":""Luxury Brand Marketing"",""university"":""EDHEC Business School, Nice/Lille"",""country or city"":""not found"",""level_of_degree"":""BBA in International Management""},{""dates"":""not found"",""field"":""Semester abroad"",""university"":""Fudan University, Shanghai"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 197";"";"";"{""studies"":[{""dates"":""2019 - 2023"",""field"":""Econometrics and Public Policy"",""university"":""The American University in Cairo (AUC)"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics""}]}"
"CV 196";"";"";"[{""dates"":""2021 - 2024"",""field"":""Specialized in International Trade and Strategy"",""university"":""Nova School of Business and Economics, Lisbon"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics""},{""dates"":""not found"",""field"":""Exchange program"",""university"":""Copenhagen Business School (CBS)"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 195";"";"";"[{""dates"":""2018 - 2022"",""field"":""not found"",""university"":""Trinity College Dublin"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science and Business""}]"
"CV 194";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Peking University"",""country or city"":""Beijing"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 193";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Eötvös Loránd University (ELTE), Budapest"",""country or city"":""not found"",""level_of_degree"":""BSc in Mathematics""}]"
"CV 192";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Bocconi University"",""country or city"":""Milan"",""level_of_degree"":""BSc in Economics and Management""}]"
"CV 191";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""American University of Sharjah (AUS)"",""country or city"":""not found"",""level_of_degree"":""BSc in Finance""}]"
"CV 190";"";"";"[{""dates"":""2020 - 2023"",""field"":""Corporate Finance and Banking"",""university"":""University of Mannheim"",""country or city"":""not found"",""level_of_degree"":""BSc in Business Administration""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""National University of Singapore (NUS)"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 189";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Shri Ram College of Commerce (SRCC), Delhi"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce (Honours)""}]"
"CV 188";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Paris-Dauphine (Paris IX)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics and Economics""}]"
"CV 187";"";"";"[{""dates"":""2019 - 2023"",""field"":""Public Economics and Policy Evaluation"",""university"":""ITAM, Mexico City"",""country or city"":""Mexico City"",""level_of_degree"":""BA in Political Science & International Relations""}]"
"CV 186";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Foreign Trade University (FTU), Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor of International Business""}]"
"CV 185";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""University of Pennsylvania (Wharton)"",""country or city"":""not found"",""level_of_degree"":""BSc in Finance & Computer Science""}]"
"CV 184";"";"";"[{""dates"":""2020 - 2023"",""field"":""Specialized in Work and Organizational Psychology."",""university"":""KU Leuven"",""country or city"":""not found"",""level_of_degree"":""BSc in Psychology & Management""}]"
"CV 183";"";"";"[{""dates"":""2019 - 2023"",""field"":""Economics & Social Work"",""university"":""Tata Institute of Social Sciences (TISS), Mumbai"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Arts""}]"
"CV 182";"";"";"[{""dates"":""2021 - 2024"",""field"":""Strategic Management and Corporate Governance"",""university"":""University of Mannheim"",""country or city"":""not found"",""level_of_degree"":""BSc in Business Administration""}]"
"CV 181";"";"";"[{""dates"":""2020 - 2024"",""field"":""Art History & Business Administration"",""university"":""McGill University"",""country or city"":""Montreal"",""level_of_degree"":""BA""}]"
"CV 180";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University of Amsterdam (UvA)"",""country or city"":""not found"",""level_of_degree"":""BSc in Urban Planning & Human Geography""}]"
"CV 179";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""National University of Singapore (NUS)"",""country or city"":""not found"",""level_of_degree"":""BSc in Finance and Business Analytics""}]"
"CV 178";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Deakin University, Melbourne"",""country or city"":""Melbourne"",""level_of_degree"":""Bachelor of Sport Management""}]"
"CV 177";"";"";"[{""dates"":""2018 - 2022"",""field"":""not found"",""university"":""University of Gastronomic Sciences (Pollenzo)"",""country or city"":""not found"",""level_of_degree"":""BSc in Food Science & Technology""}]"
"CV 176";"";"";"[{""dates"":""2020 - 2024"",""field"":""Corporate Law, Taxation, and Contract Law"",""university"":""Université Paris-Panthéon-Assas (Paris II)"",""country or city"":""not found"",""level_of_degree"":""Master 1 in Business Law""}]"
"CV 175";"";"";"[{""dates"":""2020 - 2024"",""field"":""Petroleum and Sustainable Energy Resources"",""university"":""Khalifa University"",""country or city"":""Abu Dhabi"",""level_of_degree"":""BSc in Chemical Engineering""}]"
"CV 174";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Seoul National University (SNU)"",""country or city"":""not found"",""level_of_degree"":""BA in Fashion Design & Merchandising""}]"
"CV 173";"";"";"[{""dates"":""2020 - 2024"",""field"":""Network Security and Cryptography"",""university"":""Bauman Moscow State Technical University"",""country or city"":""not found"",""level_of_degree"":""BSc in Information Technology""}]"
"CV 172";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""University of São Paulo (USP)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Social Sciences""}]"
"CV 171";"";"";"[{""dates"":""2021 - 2024"",""field"":""Management Information Systems (MIS)"",""university"":""McGill University"",""country or city"":""Montreal"",""level_of_degree"":""BCom in Management Information Systems (MIS)""}]"
"CV 170";"";"";"[{""dates"":""2020 - 2024"",""field"":""Industrial-Organizational (I-O) Psychology and Behavioral Economics"",""university"":""IE University"",""country or city"":""Madrid"",""level_of_degree"":""Bachelor in Psychology""}]"
"CV 169";"";"";"[{""dates"":""2020 - 2023"",""field"":""Corporate Finance and Real Estate Economics"",""university"":""Frankfurt School of Finance & Management"",""country or city"":""not found"",""level_of_degree"":""BSc in Business Administration""},{""dates"":""not found"",""field"":""Semester abroad"",""university"":""UNSW (Sydney)"",""country or city"":""Sydney"",""level_of_degree"":""not found""}]"
"CV 168";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""King's College London"",""country or city"":""not found"",""level_of_degree"":""BA in Film and Media Studies""}]"
"CV 167";"";"";"[{""dates"":""2018 - 2023"",""field"":""not found"",""university"":""Université Cheikh Anta Diop, Dakar"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Pharmacy (BPharm)""}]"
"CV 166";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""University of Warsaw"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science & Mathematics""}]"
"CV 165";"";"";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Ecole Hôtelière de Lausanne (EHL)"",""country or city"":""not found"",""level_of_degree"":""BSc in International Hospitality Management""}]"
"CV 164";"";"";"[{""dates"":""2017 - 2021"",""field"":""Specialization in Logistics and Global Value Chains"",""university"":""Tecnológico de Monterrey (ITESM)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Trade""},{""dates"":""not found"",""field"":""Semester abroad"",""university"":""Korea University (Seoul)"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 163";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Shri Ram College of Commerce (SRCC), Delhi University"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce (Honors)""}]"
"CV 162";"";"";"{""studies"":[{""dates"":""2020 - 2024"",""field"":""Specialization in Innovation and Digital Business."",""university"":""Trinity College Dublin"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Business Studies (BBS)""}]}"
