"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 245";"[{""desc"":null,""title"":""Cross-country Skiing""},{""desc"":null,""title"":""AI Ethics""},{""desc"":null,""title"":""Photography""}]";"[{""dates"":""July 2023 - July 2024"",""company"":""Equinor"",""job title"":""Data Science Intern"",""description"":""Developed a predictive maintenance model for offshore turbines using Python, reducing downtime by 8%. Automated data pipelines using SQL and Azure."",""country or city"":""Stavanger""},{""dates"":""2022"",""company"":""Telenor"",""job title"":""Business Analyst Intern"",""description"":""Analyzed customer churn data, identifying key triggers for the 18-25 demographic."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Optimization and Machine Learning"",""university"":""NTNU"",""country or city"":""not found"",""level_of_degree"":""BSc in Industrial Economics""}]"
"CV 244";"[{""desc"":null,""title"":""Polo""},{""desc"":null,""title"":""Value Investing""},{""desc"":null,""title"":""Modern History""}]";"[{""dates"":""June 2024 - Sept 2024"",""company"":""Blackstone"",""job title"":""Private Equity Summer Analyst"",""description"":""Performed LBO modeling and sensitivity analysis for a £1.2B real estate portfolio acquisition.\nConducted commercial due diligence on 3 target companies in the logistics sector."",""country or city"":""London""},{""dates"":""2023"",""company"":""HSBC"",""job title"":""Investment Banking Intern"",""description"":""Assisted the DCM team in preparing pitch books for green bond issuances totalizing $500M."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""London School of Economics (LSE)"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics""}]"
"CV 243";"[{""desc"":null,""title"":""Algorithmic Trading""},{""desc"":null,""title"":""Boxing""},{""desc"":null,""title"":""Tech Podcasts""}]";"[{""dates"":""June 2024 - Present"",""company"":""Revolut"",""job title"":""Fintech Product Intern"",""description"":""Assisted in defining user stories for the \""Crypto Wealth\"" feature update. Conducted competitor API analysis."",""country or city"":""London""},{""dates"":""2023"",""company"":""Goldman Sachs"",""job title"":""Developer Intern"",""description"":""Built a Python-based tool for automating trade reconciliation processes."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Computer Science & Finance"",""university"":""Imperial College London"",""country or city"":""not found"",""level_of_degree"":""BSc""}]"
"CV 242";"[{""desc"":null,""title"":""Debating""},{""desc"":null,""title"":""Economic History""},{""desc"":null,""title"":""Sailing""}]";"[{""dates"":""June 2024 - August 2024"",""company"":""Mckinsey & Company"",""job title"":""Summer Analyst"",""description"":""Worked on a restructuring project for a global retail client. Developed financial models to estimate potential $50M cost savings."",""country or city"":""Amsterdam""},{""dates"":""2023"",""company"":""Philips"",""job title"":""Strategy Intern"",""description"":""Conducted market entry research for healthcare technology in Emerging Markets."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""RSM Erasmus University"",""country or city"":""not found"",""level_of_degree"":""BSc in International Business""}]"
"CV 241";"[]";"[{""dates"":""not found"",""company"":""Ferrero"",""job title"":""Intern"",""description"":""Specialized in FMCG marketing strategy and product launch coordination."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Allied Irish Banks (AIB)"",""job title"":""Intern"",""description"":""Focus on credit risk and commercial lending."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Port of Singapore (PSA)"",""job title"":""Intern"",""description"":""Analyzed container throughput efficiency."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Nubank"",""job title"":""Intern (Strategy)"",""description"":""Founded an AgTech platform for small farmers."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Red Bull HQ"",""job title"":""Intern"",""description"":""Managed global event sponsorships and logistics."",""country or city"":""not found""}]";"[]"
"CV 240";"[{""desc"":null,""title"":""Hiking""},{""desc"":null,""title"":""Renewable Energy Policy""},{""desc"":null,""title"":""Jazz Saxophone""}]";"[{""dates"":""July 2023 - July 2024"",""company"":""Vattenfall"",""job title"":""Sustainability Analyst Intern"",""description"":""Conducted feasibility studies for hydrogen storage integration in local grids. Tracked Scope 1 and 2 emissions for the Nordic operations."",""country or city"":""Stockholm""},{""dates"":""2022"",""company"":""Scania"",""job title"":""Engineering Intern"",""description"":""Analyzed the thermal efficiency of electric truck battery systems."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Energy and Environment"",""university"":""KTH Royal Institute of Technology"",""country or city"":""not found"",""level_of_degree"":""BSc""}]"
"CV 239";"[{""desc"":null,""title"":""Mental Health Advocacy""},{""desc"":null,""title"":""Classical Indian Dance""},{""desc"":null,""title"":""Reading""}]";"[{""dates"":""June 2024 - Present"",""company"":""Google India"",""job title"":""HR Intern"",""description"":""Supported the Talent Acquisition team in redesigning the interview process for engineering roles to reduce bias. Analyzed employee engagement surveys using SPSS."",""country or city"":""Bangalore""},{""dates"":""2023"",""company"":""Michael Page"",""job title"":""Recruitment Intern"",""description"":""Screened over 400 profiles for middle-management roles in the tech sector."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Psychology & Sociology"",""university"":""University of Delhi"",""country or city"":""not found"",""level_of_degree"":""BA""}]"
"CV 238";"[{""desc"":null,""title"":""Marathon Training""},{""desc"":null,""title"":""Cybersecurity""},{""desc"":null,""title"":""Latin Jazz""}]";"[{""dates"":""January 2024 - Present"",""company"":""BBVA Mexico"",""job title"":""Data Analyst Intern"",""description"":""Built a fraud detection dashboard using Python and SQL, identifying suspicious transaction patterns in real-time. Automated weekly risk reports for executive committees."",""country or city"":""Mexico City""},{""dates"":""2022"",""company"":""Cemex"",""job title"":""IT Intern"",""description"":""Assisted in the migration of on-premise data to Azure Cloud."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""ITESM Monterrey"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science""}]"
"CV 237";"[{""desc"":null,""title"":""Art History""},{""desc"":""(Competition level)"",""title"":""Horse Riding""},{""desc"":null,""title"":""Fashion Photography""}]";"[{""dates"":""June 2024 - Present"",""company"":""Christian Dior Couture"",""job title"":""CRM Intern"",""description"":""Managed the database for the \""Haute Joaillerie\"" segment, personalizing outreach for the top 1% of clients. Assisted in organizing private viewing events."",""country or city"":""Paris""},{""dates"":""2023"",""company"":""Galeries Lafayette"",""job title"":""Retail Intern"",""description"":""Supported the floor management team in the luxury accessories department."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Audencia Business School"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 236";"[{""desc"":null,""title"":""Sailing""},{""desc"":null,""title"":""Renewable Energy""},{""desc"":null,""title"":""DIY Furniture Building""}]";"[{""dates"":""July 2023 - January 2024"",""company"":""LEGO Group"",""job title"":""Operations Intern"",""description"":""Optimized the molding department's production schedule using Lean Six Sigma, reducing waste by 5%. Conducted a carbon footprint audit of the packaging supply chain."",""country or city"":""Billund""},{""dates"":""2022"",""company"":""Vestas"",""job title"":""Summer Intern"",""description"":""Assisted in the quality control of wind turbine blade assembly."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Lean Manufacturing and Life Cycle Assessment"",""university"":""Technical University of Denmark (DTU)"",""country or city"":""not found"",""level_of_degree"":""BSc in General Engineering""}]"
"CV 235";"[{""desc"":null,""title"":""Reading Startup Biographies""},{""desc"":null,""title"":""Amateur Robotics""},{""desc"":null,""title"":""Cricket""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Zomato"",""job title"":""Product Intern"",""description"":""Defined user stories and roadmaps for a new \""Subscription\"" feature.\n\nConducted 20+ user interviews to identify pain points in the delivery app interface."",""country or city"":""Gurgaon""},{""dates"":""2021 - 2023"",""company"":""not found"",""job title"":""Co-founder - \""AgriLink\"" (College Startup)"",""description"":""Built a mobile platform connecting farmers to urban markets; secured $10k in seed funding."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""Computer Science"",""university"":""IIT Madras"",""country or city"":""not found"",""level_of_degree"":""B.Tech""}]"
"CV 234";"[{""desc"":null,""title"":""Debating""},{""desc"":null,""title"":""International Law""},{""desc"":null,""title"":""Alpine Hiking""}]";"[{""dates"":""June 2024 - Present"",""company"":""Business France"",""job title"":""Trade Intern"",""description"":""Supported French food & beverage SMEs in their North American market entry strategy.\nConducted regulatory research on FDA compliance."",""country or city"":""New York""},{""dates"":""January 2024 - May 2024"",""company"":""Sanofi (HQ)"",""job title"":""Public Affairs Intern"",""description"":""Drafted briefing notes on European health policy trends for the senior leadership team."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Sciences Po Paris"",""country or city"":""not found"",""level_of_degree"":""BA in Political Science and Economics""},{""dates"":""not found"",""field"":""Exchange Semester"",""university"":""Georgetown University (USA)"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 233";"[{""desc"":null,""title"":""Marathon Running""},{""desc"":null,""title"":""Financial Cryptography""},{""desc"":null,""title"":""Latin Jazz""}]";"[{""dates"":""January 2024 - Present"",""company"":""BBVA Mexico"",""job title"":""Data Analyst Intern"",""description"":""Developed a credit scoring model for SME loans using Python, improving default prediction accuracy by 5%.\nAutomated monthly risk reports for the credit committee using SQL and Tableau."",""country or city"":""not found""},{""dates"":""2022"",""company"":""MetLife"",""job title"":""Actuarial Intern"",""description"":""Assisted in the valuation of life insurance reserves and mortality rate analysis."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""Actuarial Science and Predictive Modeling"",""university"":""ITAM (Mexico City)"",""country or city"":""not found"",""level_of_degree"":""BSc in Applied Mathematics""}]"
"CV 232";"[{""desc"":null,""title"":""Calligraphy""},{""desc"":null,""title"":""Ikebana (Flower Arranging)""},{""desc"":null,""title"":""Contemporary Fashion Photography""}]";"[{""dates"":""July 2024 - Present"",""company"":""Shiseido"",""job title"":""Merchandising Intern"",""description"":""Assisted the global merchandising team in planning seasonal visual displays for international duty-free counters.\n\nAnalyzed regional sales data for the \""Ultimune\"" product line."",""country or city"":""Tokyo""},{""dates"":""June 2023 - August 2023"",""company"":""LVMH Japan (Celine)"",""job title"":""PR Intern"",""description"":""Coordinated sample loans for celebrity editorial shoots and managed the press clipping archive."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Luxury Marketing and Fashion Branding"",""university"":""Sophia University (Tokyo)"",""country or city"":""Tokyo"",""level_of_degree"":""BA in Global Business""}]"
"CV 231";"[{""desc"":null,""title"":""Chess""},{""desc"":null,""title"":""Urban Logistics Research""},{""desc"":null,""title"":""Cycling""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""DHL Supply Chain"",""job title"":""Logistics Intern"",""description"":""Optimized warehouse inventory slotting for an e-commerce client, reducing travel distance by 15%. Assisted in the implementation of a new Warehouse Management System (WMS)."",""country or city"":""Warsaw""},{""dates"":""2022"",""company"":""Allegro"",""job title"":""Operations Intern"",""description"":""Analyzed delivery lead times to identify bottlenecks in the \""Allegro One\"" locker network."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Operations and Global Logistics"",""university"":""Warsaw School of Economics (SGH)"",""country or city"":""not found"",""level_of_degree"":""BSc in Management""}]"
"CV 230";"[{""desc"":null,""title"":""Community Health Volunteering""},{""desc"":null,""title"":""African Literature""},{""desc"":null,""title"":""Tennis""}]";"[{""dates"":""June 2024 - Present"",""company"":""World Health Organization (WHO)"",""job title"":""Policy Intern"",""description"":""Supported the monitoring of maternal health programs in Sub-Saharan Africa.\n\nCompiled data for the annual Global Health Report."",""country or city"":""Geneva""},{""dates"":""June 2023 - August 2023"",""company"":""Institut Pasteur"",""job title"":""Research Intern"",""description"":""Assisted in data collection and analysis for a study on malaria transmission patterns in rural communities."",""country or city"":""Dakar""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""McGill University"",""country or city"":""not found"",""level_of_degree"":""BSc in Biomedical Sciences""}]"
"CV 229";"[{""desc"":null,""title"":""Sailing""},{""desc"":null,""title"":""Renewable Energy Policy""},{""desc"":null,""title"":""Woodworking""}]";"[{""dates"":""June 2023 - Present"",""company"":""Northvolt"",""job title"":""Sustainability Operations Intern"",""description"":""Tracked material circularity metrics for lithium-ion battery recycling processes.\nDeveloped a Life Cycle Assessment (LCA) model for the \""Revolt\"" recycling program."",""country or city"":""Stockholm""},{""dates"":""2022"",""company"":""AFRY"",""job title"":""Junior Consultant"",""description"":""Conducted energy efficiency audits for 5 industrial manufacturing sites in Sweden."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""Energy Systems and Circular Economy"",""university"":""KTH Royal Institute of Technology"",""country or city"":""not found"",""level_of_degree"":""BSc in Industrial Engineering and Management""}]"
"CV 228";"[{""desc"":null,""title"":""Renaissance Art""},{""desc"":null,""title"":""Yoga""},{""desc"":null,""title"":""Sustainable Gastronomy""}]";"[{""dates"":""July 2024 - Present"",""company"":""Pirelli"",""job title"":""Digital Transformation Intern"",""description"":""Assisted in the rollout of a B2B e-commerce platform across 4 European markets. Analyzed user journey data to optimize the dealer portal interface, increasing login frequency by 20%."",""country or city"":""Milan""},{""dates"":""June 2023 - August 2023"",""company"":""Ferrero"",""job title"":""Social Media Intern"",""description"":""Developed a content calendar for the Nutella Global Instagram account, focusing on Gen-Z engagement."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Digital Business and Platform Strategy"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""BSc in International Economics and Management""}]"
"CV 227";"[{""desc"":null,""title"":""Rugby""},{""desc"":null,""title"":""Historical Non-fiction""},{""desc"":null,""title"":""Mountaineering""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Bridgepoint"",""job title"":""Private Equity Intern"",""description"":""Supported the investment team in the consumer sector, performing commercial due diligence and LBO modeling for 2 prospective deals.\n\nPrepared weekly market mapping reports on UK mid-cap targets."",""country or city"":""London""},{""dates"":""2022"",""company"":""Deloitte"",""job title"":""Audit Intern"",""description"":""Participated in the year-end audit for 3 FTSE 100 clients in the energy sector."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Edinburgh"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics and Finance""}]"
"CV 226";"[{""desc"":""(WSET Level 2)"",""title"":""Oenology""},{""desc"":null,""title"":""Alpine Skiing""},{""desc"":null,""title"":""Photography""}]";"[{""dates"":""June 2024 - Present"",""company"":""The Ritz-Carlton, Tokyo"",""job title"":""Rooms Division Intern"",""description"":""Rotated through Front Office and Concierge departments, managing VIP arrivals and personalized itinerary planning. Reduced check-in wait times by 10% through a new digital pre-arrival process."",""country or city"":""not found""},{""dates"":""January 2024 - May 2024"",""company"":""Accor Group (HQ)"",""job title"":""Revenue Management Intern"",""description"":""Assisted in pricing strategy analysis for 50+ properties in the DACH region, utilizing BI tools to forecast occupancy."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Luxury Guest Experience and Asset Management"",""university"":""Ecole Hôtelière de Lausanne (EHL)"",""country or city"":""not found"",""level_of_degree"":""BSc in International Hospitality Management""}]"
"CV 225";"[{""desc"":null,""title"":""Political Philosophy""},{""desc"":null,""title"":""Bossa Nova Guitar""},{""desc"":null,""title"":""Urban Gardening""}]";"[{""dates"":""January 2024 - Present."",""company"":""Central Bank of Brazil"",""job title"":""Research Analyst"",""description"":""Assisted in the preparation of the quarterly inflation report, utilizing STATA for time-series analysis."",""country or city"":""not found""},{""dates"":""2023."",""company"":""UN Development Programme (UNDP)"",""job title"":""Policy Intern"",""description"":""Conducted field research on the impact of micro-credit programs in Northeast Brazil."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Econometrics and Social Inequality"",""university"":""Getulio Vargas Foundation (FGV)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 224";"[{""desc"":null,""title"":""High Jewelry Design""},{""desc"":null,""title"":""Pilates""},{""desc"":null,""title"":""Mediterranean Gastronomy""}]";"[{""dates"":""July 2024 - Present"",""company"":""Bulgari"",""job title"":""CRM Intern"",""description"":""Managed the database for HNW (High-Net-Worth) clients, segmenting data to personalize direct marketing campaigns.\n\nAnalyzed boutique performance metrics for the EMEA region."",""country or city"":""Rome""},{""dates"":""June 2023 - August 2023"",""company"":""Valentino"",""job title"":""Showroom Intern"",""description"":""Supported the sales team during the Milan Fashion Week market, managing orders for international buyers."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Luxury Brand Marketing and Fashion Law"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""BSc in Management""}]"
"CV 223";"[{""desc"":null,""title"":""Strategic Board Games""},{""desc"":null,""title"":""Coffee Roasting""},{""desc"":null,""title"":""Tech Podcasts""}]";"[{""dates"":""June 2023 - Present"",""company"":""SoftBank Vision Fund"",""job title"":""Business Development Intern"",""description"":""Conducted due diligence and market analysis for 5 prospective AI startups. Prepared investment memos and market sizing reports for senior partners."",""country or city"":""Tokyo""},{""dates"":""2022"",""company"":""not found"",""job title"":""Founder - \""Komorebi\"" (Food-waste reduction startup)"",""description"":""Scaled a pilot program to 10 local restaurants in Tokyo."",""country or city"":""not found""}]";"[{""dates"":""2018 - 2022"",""field"":""Game Theory and Venture Capital"",""university"":""Waseda University"",""country or city"":""not found"",""level_of_degree"":""BA in Economics""}]"
"CV 222";"[{""desc"":null,""title"":""Mental Health Advocacy""},{""desc"":null,""title"":""Hiking""},{""desc"":null,""title"":""Photography""}]";"[{""dates"":""August 2023 - July 2024"",""company"":""Equinor"",""job title"":""HR Intern"",""description"":""Supported the global talent acquisition team in screening 500+ candidates for the graduate program. Developed a \""Diversity & Inclusion\"" workshop module for internal managers."",""country or city"":""Stavanger""},{""dates"":""2022"",""company"":""Adecco"",""job title"":""Recruitment Assistant"",""description"":""Managed candidate sourcing and initial interviews for the tech sector."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Industrial-Organizational Psychology and Behavioral Economics"",""university"":""University of Oslo"",""country or city"":""not found"",""level_of_degree"":""BSc in Psychology""}]"
"CV 221";"[{""desc"":null,""title"":""Cricket""},{""desc"":null,""title"":""Urban Planning""},{""desc"":null,""title"":""Astronomy""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""DHL Supply Chain"",""job title"":""Logistics Intern"",""description"":""Optimized warehouse layout for a major FMCG client, reducing picking time by 12% through slotting optimization.\nImplemented a real-time tracking dashboard for last-mile deliveries."",""country or city"":""Mumbai""},{""dates"":""2022"",""company"":""Tata Motors"",""job title"":""Operations Intern"",""description"":""Analyzed assembly line bottlenecks using Lean Six Sigma principles."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""Production Planning and Control"",""university"":""IIT Kharagpur"",""country or city"":""not found"",""level_of_degree"":""B.Tech in Mechanical Engineering""}]"
"CV 220";"[{""desc"":null,""title"":""Art Curation""},{""desc"":null,""title"":""Contemporary Cinema""},{""desc"":null,""title"":""Cooking""}]";"[{""dates"":""June 2024 - Present"",""company"":""Musée du Louvre"",""job title"":""Communications Intern"",""description"":""Coordinated the digital promotion of a major temporary exhibition, achieving 1M+ impressions on social media.\nManaged press relations with 30+ international journalists."",""country or city"":""Paris""},{""dates"":""2023"",""company"":""Hermès"",""job title"":""Marketing Intern"",""description"":""Assisted the retail marketing team in organizing VIP store events and analyzing boutique sales data."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Arts and Culture Management"",""university"":""Audencia Business School"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 219";"[{""desc"":null,""title"":""Cycling""},{""desc"":null,""title"":""Environmental Policy""},{""desc"":null,""title"":""High-altitude Trekking""}]";"[{""dates"":""July 2023 - July 2024"",""company"":""Ørsted"",""job title"":""Sustainability Intern"",""description"":""Supported the environmental impact assessment for a new offshore wind farm in the Baltic Sea.\nTracked Scope 2 carbon emissions across 15 European sites."",""country or city"":""Copenhagen""},{""dates"":""2022"",""company"":""Ramboll"",""job title"":""Junior Consultant"",""description"":""Conducted feasibility studies for district heating systems in rural areas."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Wind Energy Systems and Grid Integration"",""university"":""Technical University of Denmark (DTU)"",""country or city"":""not found"",""level_of_degree"":""BSc in General Engineering""}]"
"CV 218";"[{""desc"":null,""title"":""Social Entrepreneurship""},{""desc"":null,""title"":""Public Speaking""},{""desc"":null,""title"":""Afro-pop Dance""}]";"[{""dates"":""June 2024 - Present"",""company"":""PwC Nigeria"",""job title"":""Strategy Intern"",""description"":""Supported a market-entry study for a fintech client expanding into West Africa.\n\nDeveloped a financial feasibility model for a solar energy infrastructure project."",""country or city"":""not found""},{""dates"":""2023"",""company"":""Stanbic IBTC"",""job title"":""Junior Analyst"",""description"":""Analyzed customer transaction data to identify cross-selling opportunities for digital banking products."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""Strategic Change Management"",""university"":""Covenant University"",""country or city"":""not found"",""level_of_degree"":""B.Sc in Business Administration""}]"
"CV 217";"[{""desc"":null,""title"":""Sailing""},{""desc"":null,""title"":""Artificial Intelligence Research""},{""desc"":null,""title"":""Modern History""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Booking.com"",""job title"":""Data Scientist Intern"",""description"":""Conducted A/B tests on the search results page, leading to a 2.5% increase in conversion rates for the \""Summer Deals\"" campaign.\n\nDeveloped a Python script to automate weekly web scraping of competitor pricing data."",""country or city"":""Amsterdam""},{""dates"":""2022"",""company"":""KLM"",""job title"":""Operations Intern"",""description"":""Optimized crew scheduling algorithms, reducing overtime costs by 5%."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Amsterdam"",""country or city"":""not found"",""level_of_degree"":""BSc in Econometrics and Operations Research""}]"
"CV 216";"[{""desc"":null,""title"":""Gaelic Football""},{""desc"":null,""title"":""Stock Market Simulation""},{""desc"":null,""title"":""Irish Traditional Violin""}]";"[{""dates"":""June 2024 - Present"",""company"":""Davy"",""job title"":""Investment Banking Intern"",""description"":""Drafted valuation reports for 2 mid-cap tech acquisitions.\nPerformed detailed peer-group analysis and financial statement normalization."",""country or city"":""Dublin""},{""dates"":""January 2024 - May 2024"",""company"":""Goodbody"",""job title"":""Equity Research Intern"",""description"":""Covered the Irish pharmaceutical sector, building dynamic earnings models for 5 listed companies."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University College Cork (UCC)"",""country or city"":""not found"",""level_of_degree"":""BSc in Finance""}]"
"CV 215";"[{""desc"":null,""title"":""Ethical Hacking""},{""desc"":null,""title"":""Weightlifting""},{""desc"":null,""title"":""Electronic Music""}]";"[{""dates"":""August 2023 - August 2024"",""company"":""Telefónica Tech"",""job title"":""Cybersecurity Analyst Intern"",""description"":""Monitored security alerts using SIEM tools (Splunk).\n\nAssisted in 10+ vulnerability assessments and penetration tests for corporate clients.\n\nDrafted incident response protocols according to ISO 27001 standards."",""country or city"":""Madrid""},{""dates"":""2022"",""company"":""Deloitte"",""job title"":""IT Audit Intern"",""description"":""Verified data privacy compliance (GDPR) for banking clients."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Universidad Politécnica de Madrid"",""country or city"":""not found"",""level_of_degree"":""BEng in Telecommunications Engineering""}]"
"CV 214";"[{""desc"":null,""title"":""Robotics""},{""desc"":null,""title"":""Science Fiction""},{""desc"":""(LeetCode)"",""title"":""Competitive Coding""}]";"[{""dates"":""June 2024 - Present"",""company"":""Tencent"",""job title"":""Data Science Intern"",""description"":""Built a recommendation engine prototype for the gaming division using Deep Learning (PyTorch). Improved user retention by 4% during a 3-week A/B testing phase."",""country or city"":""Shenzhen""},{""dates"":""January 2024 - May 2024"",""company"":""Baidu"",""job title"":""Business Analyst Intern"",""description"":""Cleaned and structured 10TB+ of search data using SQL and Hadoop to identify emerging consumer trends."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Tsinghua University"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science & Finance""}]"
"CV 213";"[{""desc"":""(President)"",""title"":""Debating Society""},{""desc"":null,""title"":""Chess""},{""desc"":null,""title"":""Marathon Running""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Boston Consulting Group (BCG)"",""job title"":""Strategy Intern"",""description"":""Supported a digital transformation project for a Tier-1 telco client. Conducted market sizing and competitive benchmarking for new IoT product launches. Prepared executive-level presentations for weekly steering committees."",""country or city"":""London""},{""dates"":""2022"",""company"":""Rolls-Royce"",""job title"":""Summer Intern"",""description"":""Analyzed supply chain disruptions in the aerospace sector."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Oxford"",""country or city"":""not found"",""level_of_degree"":""BSc in Philosophy, Politics, and Economics (PPE)""}]"
"CV 212";"[{""desc"":null,""title"":""Contemporary Dance""},{""desc"":""(Secours Populaire)"",""title"":""Volunteering""},{""desc"":null,""title"":""Gastronomy""}]";"[{""dates"":""June 2024 - December 2024"",""company"":""KPMG, Paris"",""job title"":""Audit Intern"",""description"":""Participated in the statutory audit of 4 major retail clients.\n\nVerified internal control systems and performed substantive testing on revenue recognition and accounts payable."",""country or city"":""not found""},{""dates"":""January 2024 - May 2024"",""company"":""Danone"",""job title"":""Management Control Intern"",""description"":""Developed a monthly KPI dashboard on Power BI for the dairy division, reducing reporting time by 15%."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Université Paris-Dauphine"",""country or city"":""not found"",""level_of_degree"":""Licence en Gestion & Économie Appliquée""}]"
"CV 211";"[{""desc"":null,""title"":""Competitive Rowing""},{""desc"":null,""title"":""Macroeconomic Blogging""},{""desc"":null,""title"":""Quantitative Trading""}]";"[{""dates"":""July 2024 - December 2024"",""company"":""ING Bank"",""job title"":""M&A Intern"",""description"":""Supported the TMT sector team in preparing 3 confidential information memorandums (CIM) and 5 industry teasers. Performed complex company valuations using Trading Multiples and Transaction Multiples."",""country or city"":""Amsterdam""},{""dates"":""January 2024 - June 2024"",""company"":""Robeco"",""job title"":""Asset Management Intern"",""description"":""Assisted in quantitative research for the Global Equity fund, utilizing R to back-test factor models."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Rotterdam School of Management (RSM)"",""country or city"":""not found"",""level_of_degree"":""BSc in International Business Administration""}]"
"CV 210";"[{""desc"":null,""title"":""Piano""},{""desc"":null,""title"":""Contemporary Art""},{""desc"":null,""title"":""Food Blogging""}]";"[{""dates"":""July 2024 - Present"",""company"":""ByteDance"",""job title"":""Digital Intern"",""description"":""Managed influencer partnerships for e-commerce."",""country or city"":""Shanghai""},{""dates"":""2023"",""company"":""Ogilvy"",""job title"":""Intern"",""description"":""Drafted creative briefs for FMCG clients."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Fudan University"",""country or city"":""not found"",""level_of_degree"":""BA in Marketing""}]"
"CV 209";"[{""desc"":null,""title"":""Basketball""},{""desc"":null,""title"":""History""},{""desc"":null,""title"":""Travel""}]";"[{""dates"":""June 2023 - Dec 2023"",""company"":""Telefónica"",""job title"":""Strategy Intern"",""description"":""Supported competitor benchmarking for 5G rollout."",""country or city"":""Madrid""},{""dates"":""2022"",""company"":""Local Firm"",""job title"":""Junior Consultant"",""description"":""Conducted cost-benefit analysis for SMEs."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad Carlos III de Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
